opcode,opcode_dec,handler,in_text,used_on_graph,use_count,scenes,known,jals,stores
0x31,49,0x80017BB4,True,True,573,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0351i,m0352i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i,m0438i",dest_token,0x8006E2D0 0x8006A25C,sw@0x8009D1A0 sw@0x8009D280 sw@0x800A0000
0x32,50,0x8001967C,True,True,18,"m0004i,m0016i,m0023i,m0139i,m0141i,m0160i,m0273i,m0276i,m0281i,m0282i,m0286i,m0319i,m0326i,m0328i,m0374i,m0432i",actor_flag_andnot_0x80,,sw@0x800A0098
0x33,51,0,False,False,0,,,,
0x34,52,0,False,False,0,,,,
0x35,53,0x80014E30,True,True,43,"m0012i,m0033i,m0039i,m0044i,m0046i,m0050i,m0055i,m0071i,m0088i,m0089i,m0157i,m0239i,m0259i,m0271i,m0272i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0352i,m0372i,m0373i,m0381i,m0426i,m0427i,m0430i,m0432i",fmv_index,0x80074DC0 0x80073A44 0x80074D28 0x80074A44 0x8006E6A8 0x8006E7E8 0x80072714 0x800726C4 0x80072724 0x8006E6A8 0x8006E7E8 0x80072714,sw@0x800B0000
0x36,54,0x80013E84,True,True,36,"m0023i,m0034i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0348i",,0x8003708C 0x8003708C 0x80079FB4,
0x37,55,0x800196A0,True,True,47,"m0028i,m0032i,m0059i,m0062i,m0066i,m0067i,m0075i,m0078i,m0080i,m0082i,m0086i,m0089i,m0104i,m0113i,m0115i,m0116i,m0120i,m0122i,m0123i,m0145i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0332i,m0350i,m0380i,m0429i,m0430i,m0432i",,,sw@0x800A0098
0x38,56,0,False,False,0,,,,
0x39,57,0x800196C4,True,True,21,"m0028i,m0032i,m0059i,m0062i,m0066i,m0067i,m0078i,m0082i,m0086i,m0089i,m0145i,m0152i,m0153i,m0154i,m0332i,m0350i,m0432i",,,sw@0x800A0098
0x3A,58,0,False,False,0,,,,
0x3B,59,0,False,False,0,,,,
0x3C,60,0,False,False,0,,,,
0x3D,61,0,False,False,0,,,,
0x3E,62,0x80017D3C,True,True,127,"m0020i,m0022i,m0028i,m0030i,m0031i,m0041i,m0042i,m0045i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0079i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0108i,m0111i,m0112i,m0113i,m0114i,m0116i,m0117i,m0118i,m0120i,m0121i,m0125i,m0127i,m0128i,m0138i,m0140i,m0142i,m0145i,m0146i,m0147i,m0152i,m0154i,m0157i,m0239i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0325i,m0327i,m0329i,m0331i,m0332i,m0334i,m0426i,m0429i,m0432i",,,sh@0x800A0224
0x3F,63,0x80017D5C,True,True,571,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0428i,m0429i,m0430i,m0432i",control_restore,,sw@0x8009D2E8
0x40,64,0x80017D7C,True,True,1351,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0351i,m0352i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",control_inhibit,,sw@0x8009D2E8
0x41,65,0x80017D9C,True,True,142,"m0003i,m0005i,m0012i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0027i,m0028i,m0030i,m0032i,m0041i,m0043i,m0044i,m0045i,m0046i,m0058i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0071i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0091i,m0092i,m0094i,m0100i,m0102i,m0103i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0151i,m0152i,m0153i,m0154i,m0156i,m0158i,m0319i,m0324i,m0326i,m0327i,m0328i,m0332i,m0349i,m0351i,m0352i,m0358i,m0373i,m0378i,m0380i",,,sw@0x800A0098
0x42,66,0x80017DC0,True,True,18,"m0016i,m0020i,m0023i,m0086i,m0094i,m0114i,m0158i,m0373i",,,sw@0x800A0098
0x43,67,0x80017DE4,True,True,276,"m0001i,m0005i,m0009i,m0011i,m0014i,m0016i,m0017i,m0020i,m0023i,m0028i,m0030i,m0031i,m0032i,m0033i,m0035i,m0039i,m0041i,m0042i,m0043i,m0044i,m0047i,m0048i,m0052i,m0059i,m0060i,m0061i,m0062i,m0064i,m0066i,m0069i,m0074i,m0075i,m0077i,m0078i,m0079i,m0080i,m0084i,m0087i,m0088i,m0092i,m0093i,m0095i,m0097i,m0099i,m0103i,m0104i,m0106i,m0108i,m0112i,m0113i,m0114i,m0115i,m0117i,m0118i,m0121i,m0126i,m0132i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0152i,m0153i,m0154i,m0271i,m0273i,m0276i,m0283i,m0319i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0332i,m0334i,m0351i,m0352i,m0358i,m0359i,m0372i,m0374i",,0x80037864,
0x44,68,0x800136C0,True,True,732,"m0003i,m0004i,m0006i,m0011i,m0012i,m0014i,m0016i,m0020i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0030i,m0031i,m0032i,m0034i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0275i,m0276i,m0278i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0319i,m0320i,m0321i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0331i,m0332i,m0339i,m0348i,m0358i,m0359i,m0367i,m0373i,m0374i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i",,0x8003708C 0x8003708C 0x80079FB4 0x80077CF4 0x8003708C 0x80077DC4 0x8003708C,sh@0x800A003A sw@0x800A0068
0x45,69,0x80015648,True,True,666,"m0001i,m0002i,m0003i,m0012i,m0013i,m0014i,m0016i,m0020i,m0022i,m0023i,m0027i,m0028i,m0030i,m0034i,m0041i,m0042i,m0043i,m0045i,m0047i,m0052i,m0055i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0087i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0125i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0150i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0275i,m0276i,m0324i,m0326i,m0327i,m0328i,m0331i,m0332i,m0348i,m0350i,m0358i,m0380i,m0428i,m0429i",,0x80079FB4,
0x46,70,0x80017C8C,True,True,41,"m0026i,m0031i,m0058i,m0128i,m0132i,m0134i,m0155i,m0160i,m0288i,m0320i,m0321i,m0323i,m0381i,m0426i",,0x800661EC,
0x47,71,0x80017CC4,True,False,0,,,,
0x48,72,0x80017CE8,True,True,78,"m0012i,m0013i,m0014i,m0016i,m0022i,m0027i,m0028i,m0030i,m0031i,m0032i,m0043i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0155i,m0156i,m0159i,m0239i,m0273i,m0283i,m0320i,m0321i,m0323i,m0324i,m0326i,m0327i,m0328i,m0332i,m0350i,m0358i,m0380i,m0381i,m0428i,m0429i,m0430i,m0432i",,0x800665A0,
0x49,73,0x80017D18,True,True,135,"m0012i,m0013i,m0014i,m0016i,m0022i,m0027i,m0028i,m0030i,m0032i,m0043i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,sw@0x800C0000
0x4A,74,0x80017E68,True,False,0,,,,
0x4B,75,0x80013C34,True,True,821,"m0001i,m0002i,m0003i,m0005i,m0009i,m0012i,m0013i,m0014i,m0016i,m0017i,m0020i,m0021i,m0022i,m0023i,m0025i,m0027i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0041i,m0042i,m0043i,m0044i,m0046i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0069i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0093i,m0094i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0107i,m0108i,m0111i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0125i,m0126i,m0127i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0158i,m0159i,m0160i,m0239i,m0271i,m0273i,m0275i,m0276i,m0278i,m0283i,m0286i,m0287i,m0288i,m0319i,m0323i,m0324i,m0326i,m0327i,m0328i,m0329i,m0331i,m0332i,m0348i,m0350i,m0358i,m0359i,m0374i,m0380i,m0381i,m0427i,m0429i,m0430i,m0432i",,0x80079FB4,
0x4C,76,0x80017E9C,True,False,0,,,,
0x4D,77,0x80017EA4,True,True,1137,"m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0052i,m0055i,m0059i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0098i,m0099i,m0100i,m0102i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0127i,m0128i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0239i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0320i,m0324i,m0325i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0373i,m0380i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",,,sw@0x800A001C
0x4E,78,0x80017EC4,True,True,2667,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0070i,m0071i,m0072i,m0074i,m0075i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0152i,m0153i,m0154i,m0155i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0350i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",clip_seek,,sw@0x800A0014
0x4F,79,0x80017EFC,True,True,16,"m0005i,m0034i,m0048i,m0086i,m0123i,m0144i,m0239i,m0319i",,,sw@0x800A0098
0x50,80,0x80017F20,True,True,11,"m0005i,m0034i,m0086i,m0123i,m0144i,m0319i",,,sw@0x800A0098
0x51,81,0x80017F44,True,False,0,,,,sw@0x800A0000
0x52,82,0x80017F88,True,True,10,"m0005i,m0023i,m0089i,m0273i,m0350i,m0428i,m0429i,m0430i,m0432i",,,sw@0x8009D1A0
0x53,83,0x80017FB0,True,True,276,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,sw@0x8009D1A0
0x54,84,0x800143B0,True,True,757,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0428i,m0429i,m0432i",,,
0x55,85,0x800144FC,True,True,89,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x80042EDC 0x8006D60C 0x80042F20 0x8006914C 0x80029810,sb@0x800B00F4 sw@0x800B0000 sb@0x800B00F4 sb@0x800B00F4 sb@0x800B00F4 sw@0x8009D1A0 sb@0x800B00F4 sb@0x800B00F4 sw@0x800B0000
0x56,86,0,False,False,0,,,,
0x57,87,0,False,False,0,,,,
0x58,88,0,False,False,0,,,,
0x59,89,0x80018004,True,True,779,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x8002FE78 0x8003010C,
0x5A,90,0x80018164,True,True,4868,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x8002FF78 0x80030220,
0x5B,91,0x800182A0,True,True,95,"m0001i,m0002i,m0009i,m0012i,m0014i,m0016i,m0017i,m0021i,m0022i,m0023i,m0026i,m0027i,m0028i,m0030i,m0032i,m0033i,m0035i,m0036i,m0039i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0094i,m0096i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0160i,m0319i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0359i,m0377i,m0380i,m0381i,m0428i,m0429i",,,sw@0x800C0000
0x5C,92,0x800182C0,True,True,151,"m0011i,m0012i,m0013i,m0014i,m0016i,m0022i,m0027i,m0028i,m0030i,m0032i,m0033i,m0034i,m0043i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0128i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0160i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0381i,m0428i,m0429i,m0430i,m0432i",,,sw@0x800C0000
0x5D,93,0x800182E0,True,True,668,"m0006i,m0011i,m0012i,m0013i,m0014i,m0016i,m0020i,m0022i,m0023i,m0027i,m0028i,m0030i,m0031i,m0032i,m0033i,m0034i,m0041i,m0042i,m0043i,m0044i,m0046i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0068i,m0070i,m0072i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0090i,m0093i,m0100i,m0103i,m0104i,m0107i,m0108i,m0111i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0125i,m0126i,m0127i,m0129i,m0130i,m0133i,m0137i,m0139i,m0140i,m0141i,m0142i,m0145i,m0146i,m0147i,m0148i,m0149i,m0152i,m0153i,m0154i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0320i,m0321i,m0324i,m0326i,m0327i,m0328i,m0329i,m0332i,m0339i,m0348i,m0349i,m0358i,m0373i,m0374i,m0380i,m0425i,m0426i,m0427i,m0429i,m0430i,m0432i",,,sw@0x800A0020
