opcode,opcode_dec,handler,in_text,used_on_graph,use_count,scenes,known,jals,stores
0x88,136,0x80018F54,True,True,208,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0350i,m0351i,m0352i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i,m0438i",camera_bit_clear,,sb@0x800C0000
0x89,137,0x80017FF0,True,True,100,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,sw@0x8009D28C
0x8A,138,0x80017FDC,True,False,0,,,,sw@0x8009D28C
0x8B,139,0x80018080,True,True,390,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x8002FE78 0x8003010C,
0x8C,140,0x80018FDC,True,True,15,"m0012i,m0033i,m0044i,m0050i,m0088i,m0089i,m0239i,m0271i,m0272i,m0288i,m0319i,m0372i,m0426i",,0x8006EBE4 0x8006EC08,
0x8D,141,0x80019050,True,True,31,"m0033i,m0044i,m0055i,m0088i,m0089i,m0157i,m0271i,m0272i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0352i,m0373i,m0381i,m0426i,m0427i,m0430i,m0432i",,,
0x8E,142,0x80019058,True,False,0,,,,
0x8F,143,0x80019060,True,True,43,"m0012i,m0033i,m0039i,m0044i,m0046i,m0050i,m0055i,m0071i,m0088i,m0089i,m0157i,m0239i,m0259i,m0271i,m0272i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0352i,m0372i,m0373i,m0381i,m0426i,m0427i,m0430i,m0432i",,0x8006EC08,
0x90,144,0x800190B4,True,False,0,,,,
0x91,145,0x800190AC,True,True,43,"m0012i,m0033i,m0039i,m0044i,m0046i,m0050i,m0055i,m0071i,m0088i,m0089i,m0157i,m0239i,m0259i,m0271i,m0272i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0352i,m0372i,m0373i,m0381i,m0426i,m0427i,m0430i,m0432i",,,
0x92,146,0x80014FD8,True,True,226,"m0012i,m0013i,m0014i,m0016i,m0022i,m0027i,m0028i,m0030i,m0032i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x8003C5D8 0x8003C5D8,sw@0x800A0098 sh@0x800A0250 sw@0x8009D2E8 sh@0x800B0D88 sw@0x800B0010
0x93,147,0x800190BC,True,True,11,"m0011i,m0022i,m0031i,m0072i,m0077i,m0079i,m0127i,m0283i,m0323i,m0329i,m0428i",,0x8003C5D8 0x8003C5D8,sh@0x800A0250 sh@0x800B0D88
0x94,148,0x80019154,True,True,399,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,
0x95,149,0x800192B8,True,True,83,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,sw@0x8009D28C
0x96,150,0x800192C8,True,True,11,"m0005i,m0023i,m0034i,m0089i,m0156i,m0273i,m0350i,m0428i,m0429i,m0430i,m0432i",,,sw@0x8009D28C
0x97,151,0x800192DC,True,True,227,"m0022i,m0028i,m0032i,m0050i,m0059i,m0061i,m0062i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0085i,m0087i,m0089i,m0090i,m0100i,m0104i,m0107i,m0113i,m0115i,m0116i,m0120i,m0121i,m0122i,m0123i,m0137i,m0140i,m0141i,m0145i,m0146i,m0147i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0327i,m0328i,m0332i,m0350i,m0358i,m0374i,m0380i,m0428i,m0429i",,0x8006FC18,
0x98,152,0x8001930C,True,True,6,"m0005i,m0273i,m0350i",,0x8006FE14,
0x99,153,0x800193B8,True,True,137,"m0012i,m0013i,m0014i,m0016i,m0022i,m0027i,m0028i,m0030i,m0032i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x800703F4,
0x9A,154,0x800193D8,True,True,52,"m0045i,m0046i,m0052i,m0055i,m0064i,m0091i,m0094i,m0100i,m0102i,m0114i,m0115i,m0118i,m0120i,m0121i,m0122i,m0124i",,0x80065AD4,
0x9B,155,0x80015240,True,True,620,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0350i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",,0x800794C4,sw@0x800A01FC sw@0x800A0200 sw@0x800A0204 sh@0x800A01E0 sh@0x800A01E2 sh@0x800A01E4 sh@0x800A0000 sh@0x800A0006 sh@0x800A000C sh@0x800A0000 sh@0x800A0006 sh@0x800A000C
0x9C,156,0x80019410,True,True,999,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0058i,m0059i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0351i,m0352i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i,m0438i",wait_camera_ready,,
0x9D,157,0x80019450,True,True,288,"m0002i,m0003i,m0012i,m0013i,m0014i,m0016i,m0022i,m0027i,m0028i,m0030i,m0032i,m0034i,m0043i,m0047i,m0048i,m0052i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0099i,m0100i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0157i,m0159i,m0239i,m0259i,m0271i,m0272i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0332i,m0348i,m0350i,m0358i,m0367i,m0380i,m0426i,m0429i",,,
0x9E,158,0,False,False,0,,,,
0x9F,159,0,False,False,0,,,,
0xA0,160,0,False,False,0,,,,
0xA1,161,0,False,False,0,,,,
0xA2,162,0,False,False,0,,,,
0xA3,163,0,False,False,0,,,,
0xA4,164,0x80015108,True,True,7,"m0034i,m0123i,m0273i",,0x8003DF50 0x8003A6A8,sw@0x800A018C sw@0x800A0028 sw@0x800A002C sw@0x800A0030 sw@0x800A0098
0xA5,165,0x800155FC,True,True,202,"m0012i,m0013i,m0014i,m0016i,m0022i,m0027i,m0028i,m0030i,m0031i,m0032i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0128i,m0129i,m0132i,m0134i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0155i,m0156i,m0159i,m0239i,m0273i,m0283i,m0288i,m0320i,m0321i,m0323i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0381i,m0425i,m0426i,m0428i,m0429i,m0430i,m0432i",,,
0xA6,166,0x80019484,True,True,8,"m0005i,m0052i",,0x800438C0,
0xA7,167,0x800194B0,True,True,206,"m0001i,m0005i,m0009i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0028i,m0030i,m0031i,m0041i,m0045i,m0047i,m0048i,m0052i,m0059i,m0060i,m0061i,m0062i,m0064i,m0066i,m0074i,m0075i,m0077i,m0078i,m0079i,m0080i,m0084i,m0092i,m0093i,m0095i,m0097i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0108i,m0111i,m0112i,m0113i,m0114i,m0116i,m0117i,m0118i,m0120i,m0121i,m0125i,m0126i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0145i,m0146i,m0147i,m0148i,m0149i,m0152i,m0153i,m0154i,m0276i,m0283i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0358i,m0430i",,0x80053D2C,
0xA8,168,0x800194F8,True,True,35,"m0045i,m0048i,m0051i,m0052i,m0062i,m0064i,m0067i,m0102i,m0107i,m0108i,m0127i,m0144i,m0154i",,0x80053E6C,
0xA9,169,0x80019540,True,True,199,"m0005i,m0009i,m0014i,m0016i,m0020i,m0028i,m0030i,m0031i,m0047i,m0048i,m0052i,m0059i,m0060i,m0061i,m0062i,m0066i,m0074i,m0075i,m0077i,m0078i,m0079i,m0080i,m0084i,m0092i,m0095i,m0097i,m0104i,m0106i,m0108i,m0112i,m0113i,m0114i,m0118i,m0126i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0145i,m0146i,m0147i,m0148i,m0149i,m0152i,m0153i,m0154i,m0283i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0332i,m0334i,m0358i",,0x80067CBC 0x8004C34C,sw@0x800A0000
0xAA,170,0x80019618,True,True,1363,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0035i,m0036i,m0039i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0049i,m0050i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0351i,m0352i,m0353i,m0354i,m0355i,m0358i,m0359i,m0361i,m0362i,m0363i,m0366i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0425i,m0426i,m0427i,m0428i,m0429i,m0430i,m0432i",set_load_bit,,sw@0x800B0000
0xAB,171,0x80019638,True,True,563,"m0001i,m0002i,m0003i,m0004i,m0005i,m0006i,m0009i,m0011i,m0012i,m0013i,m0014i,m0016i,m0017i,m0018i,m0020i,m0021i,m0022i,m0023i,m0025i,m0026i,m0027i,m0028i,m0029i,m0030i,m0031i,m0032i,m0033i,m0034i,m0041i,m0042i,m0043i,m0044i,m0045i,m0046i,m0047i,m0048i,m0051i,m0052i,m0055i,m0056i,m0057i,m0058i,m0059i,m0060i,m0061i,m0062i,m0063i,m0064i,m0065i,m0066i,m0067i,m0068i,m0069i,m0070i,m0071i,m0072i,m0073i,m0074i,m0075i,m0076i,m0077i,m0078i,m0079i,m0080i,m0081i,m0082i,m0083i,m0084i,m0085i,m0086i,m0087i,m0088i,m0089i,m0090i,m0091i,m0092i,m0093i,m0094i,m0095i,m0096i,m0097i,m0098i,m0099i,m0100i,m0102i,m0103i,m0104i,m0106i,m0107i,m0108i,m0111i,m0112i,m0113i,m0114i,m0115i,m0116i,m0117i,m0118i,m0120i,m0121i,m0122i,m0123i,m0124i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0158i,m0159i,m0160i,m0239i,m0259i,m0271i,m0273i,m0275i,m0276i,m0278i,m0279i,m0280i,m0281i,m0282i,m0283i,m0284i,m0285i,m0286i,m0287i,m0288i,m0319i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0334i,m0339i,m0348i,m0349i,m0350i,m0358i,m0359i,m0367i,m0372i,m0373i,m0374i,m0377i,m0378i,m0380i,m0381i,m0428i,m0429i,m0430i,m0432i",clear_load_bit,,sw@0x800B0000
0xAC,172,0x800196E8,True,True,72,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,sw@0x8009D2F8 sh@0x8009D264
0xAD,173,0x80019748,True,True,155,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,sw@0x8009D2E8
0xAE,174,0x80019728,True,True,72,"m0005i,m0012i,m0013i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,,sw@0x8009D2E8
0xAF,175,0x80019768,True,True,4,"m0016i,m0023i,m0319i",,0x8001ACE0,
0xB0,176,0x800198C4,True,True,47,"m0014i,m0022i,m0023i,m0034i,m0059i,m0062i,m0066i,m0067i,m0075i,m0078i,m0080i,m0082i,m0089i,m0107i,m0111i,m0114i,m0118i,m0122i,m0123i,m0156i,m0273i,m0348i,m0350i,m0380i,m0432i",,0x8002FAD8,
0xB1,177,0x80015790,True,False,0,,,0x80038D0C 0x80039678 0x80038D74 0x800392EC 0x80039970 0x80039970 0x8006E3D4 0x80070DD0 0x80070DD0 0x800392EC 0x8006E3D4,sw@0x8009D280 sw@0x8009D280 sw@0x8009D1A0 sw@0x800B0000
0xB2,178,0x80019798,True,True,70,"m0005i,m0012i,m0014i,m0016i,m0022i,m0023i,m0027i,m0028i,m0030i,m0032i,m0034i,m0059i,m0061i,m0062i,m0063i,m0065i,m0066i,m0067i,m0075i,m0078i,m0080i,m0081i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0349i,m0350i,m0358i,m0380i,m0428i,m0429i,m0430i,m0432i",,0x800392EC,
0xB3,179,0x80015964,True,False,0,,,0x80038D0C 0x80038D74 0x8003944C 0x800392EC 0x80039970 0x80039970 0x8006E3D4 0x800392EC 0x8006E3D4,sw@0x8009D280 sw@0x8009D280 sw@0x8009D1A0 sw@0x800B0000
0xB4,180,0x800197D0,True,True,91,"m0041i,m0042i,m0047i,m0088i,m0093i,m0094i,m0096i,m0097i,m0125i,m0126i,m0127i,m0128i,m0129i,m0130i,m0131i,m0132i,m0133i,m0134i,m0135i,m0136i,m0137i,m0138i,m0139i,m0140i,m0141i,m0142i,m0143i,m0144i,m0145i,m0146i,m0147i,m0148i,m0149i,m0150i,m0151i,m0152i,m0153i,m0154i,m0155i,m0156i,m0157i,m0158i,m0159i,m0160i,m0239i,m0320i,m0321i,m0322i,m0323i,m0324i,m0325i,m0326i,m0327i,m0328i,m0329i,m0330i,m0331i,m0332i,m0339i,m0351i,m0352i,m0380i,m0381i",,0x800375B4,
0xB5,181,0x800197F0,True,True,31,"m0051i,m0097i,m0107i,m0146i,m0239i,m0351i,m0352i",,0x800375C4,
0xB6,182,0x80019810,True,True,2,"m0028i,m0032i",,0x80077CF4 0x8003708C 0x80077DC4 0x8003708C,
0xB7,183,0x80018A48,True,True,109,"m0005i,m0012i,m0013i,m0014i,m0016i,m0023i,m0027i,m0028i,m0030i,m0034i,m0063i,m0065i,m0075i,m0080i,m0082i,m0083i,m0085i,m0086i,m0087i,m0089i,m0100i,m0104i,m0107i,m0111i,m0113i,m0114i,m0115i,m0116i,m0118i,m0120i,m0121i,m0122i,m0123i,m0126i,m0129i,m0137i,m0139i,m0140i,m0141i,m0145i,m0146i,m0147i,m0149i,m0152i,m0153i,m0154i,m0156i,m0159i,m0273i,m0324i,m0326i,m0327i,m0328i,m0332i,m0348i,m0350i,m0358i,m0380i,m0428i,m0429i,m0432i",,0x8002FAA4,
